supplier_reference,price_ttc_amount,product_name
664798,4.28,Legrand - Niloe cadre apparent simple blanc - 664798
500S/1V,3.55,Bticino - Magic support 1 module griffes - 500S/1V
100-60905,5.6,Niko - Set de finition interrupteur ou bouton poussoir simple + porte-etiquette cream - 100-60905
123-61507,10.62,Niko - Set de finition 2X 1/2 touche + voyant bronze - 123-61507
503/2/R,2.93,Bticino - Magic plaque recouvrement 2 modules ivoire - 503/2/R
122-65914,19.12,Niko - Set de finition bouton poussoir volets anthracite - 122-65914
500S/1,4.03,Bticino - Magic support 1 module griffes - 500S/1
761-84212,10.87,Niko - Hydro boite double 3 entrees noir - 761-84212
101-65936,7.5,Niko - Set de finition interrupteur rotatif 1-2-3 white - 101-65936
100-60150,7.87,Niko - Set de finition bouton poussoir sextuple 24V led cream - 100-60150
670639,27,Legrand - Rallonges griffes - 670639
100-69801,3.5,Niko - Set de finition prise audio cream - 100-69801
101-63906,7.15,Niko - Set de finition bouton poussoir a tirette white - 101-63906
761-84112,7.41,Niko - Hydro boite simple 3 entrees noir - 761-84112
104-76901,2.99,Niko - Set de finition cache-trou greige - 104-76901
121-69701,11.71,Niko - Set de finition prise audio double sterling - 121-69701
503/0/R,3.69,Bticino - Magic plaque obturatrice pleine 3 modules ivoire - 503/0/R
121-61507,10.62,Niko - Set de finition 2X 1/2 touche + voyant sterling - 121-61507
500S/2V,3.41,Bticino - Magic support 2 modules - 500S/2V
504S,3.07,Bticino - Magic support 4 modules vis - 504S
157-76901,6.93,Niko - Set de finition cache-trou champagne coated - 157-76901
170-37823,6.49,Niko - Unite d'eclairage led 230V verte - 170-37823
101-64906,11.98,Niko - Set de finition minuterie 120 min. white - 101-64906
157-60005,5.67,Niko - Set de finition bouton + voyant champagne coated - 157-60005
503/1/AL,7.34,Bticino - Magic plaque recouvrement 1 module alu - 503/1/AL
100-69101,3.75,Niko - Set de finition prise tv cream - 100-69101
503BI,5.63,Bticino - Ll boite app 3 modules blanc - 503BI
123-68001,7.07,Niko - Set de finition chargeur double usb-a bronze - 123-68001
221-61505,8.58,Niko - Set de finition 2X 1/2 touche alu gold coated - 221-61505
390-20150,5.95,Niko - Etrier de montage noir - 390-20150
5367R,2.06,Bticino - Magic monture makrolon 1 module - 5367R
701-38500,9.89,Niko - Hydro cache-trou blanc - 701-38500
506S,5.8,Bticino - Magic support 2X3 modules vis - 506S
500S/23,4.1,Bticino - Magic support 2 modules griffes - 500S/23
500S/13,2.84,Bticino - Magic support 1 module griffes - 500S/13
100-65936,8.14,Niko - Set de finition interrupteur rotatif 1-2-3 cream - 100-65936
100-76001,1.9,Niko - Set de finition cache-trou + decharge de traction cream - 100-76001
100-64806,10.61,Niko - Set de finition minuterie 15 min. cream - 100-64806
92235,2.4,Luxomat - Colerette PD9 RAL7021 - 92235
170-07600,6.13,Niko - Socle interrupteur a temoin va-et-vient bornes a vis - 170-07600
WNA650,3.65,Hager - Boite simple 1 entree simple + pe M20 gris - WNA650
34448,1.6,Prise teleph app 5PINS - 34448
A5000,1.09,Bticino - Magic obturateur 1 module ivoire - A5000
102-31003,8.19,Niko - Set de finition variateur a bouton rotatif ou extension light grey - 102-31003
700-85000,10.2,Niko - Hydro cadre d'adaptation 45X45 gris - 700-85000
KSE2/23/72,58.15,Simon - Couvercle av 1 prise 2P+T/INOX - KSE2/23/72
100-68002,5.17,Niko - Set de finition chargeur usb-a/c cream - 100-68002
101-68002,4.68,Niko - Set de finition chargeur usb-a/c white - 101-68002
122-68002,7.07,Niko - Set de finition chargeur usb-a/c anthracite - 122-68002
KSE0/23/72,54.48,Simon - Couvercle inox + supp 45X45MM - KSE0/23/72
KSE25U/23/72,81.54,Simon - Couv av prise 2P+T/RJ45 inox - KSE25U/23/72
917,2.25,Bachmann - 2X data support standard - 917.000
701-84212,10.87,Niko - Hydro boite double 3 entrees blanc - 701-84212
07498361522,2.88,Panduit - Cadre 45X45 2POS mini-j bc - CFPFS2SAW
101-66607,4.46,"Niko - Set de finition prise indication tension + terre + securite-enfants 28,5MM white - 101-66607"
92166,87.17,Luxomat - Detecteur PD2/S-FP - 92166
100-76005,15.15,Niko - Plaque de recouvrement quintuple horizontale 71MM cream - 100-76005
170-60160,95.78,Niko - Socle sextuple bouton poussoir libre de potentiel 24V no led - 170-60160
161-65905,14.8,Niko - Set de finition interrupteur volets black coated - 161-65905
101-65500,5.01,Niko - Set de finition data 1X RJ cream - 101-65500
161-31003,11.91,Niko - Set de finition variateur à bouton rotatif ou extension black coated - 161-31003
200-65100,12.3,Niko - Set de finition data 1XRJ piano black coated - 200-65100
200-76901,6.95,Niko  - Set de finition cache-trou piano black coated - 200-76901
200-76300,25.94,Niko - Plaque de recouvrement triple verticale 60MM bakelite piano black - 200-76300
121-40150,14.52,Niko - Set de finition bouton poussoir quadruple 24V led sterling - 121-40150
101-31004,3.78,Niko - Set de finition double bouton poussoir ou interrupteur électronique white - 101-31004
101-32004,4.01,Niko - Set de finition double bouton poussoir ou interrupteur électronique + voyant white - 101-32004
701-37749,28.27,Niko - Hydro prise double + terre + sécurité enfants blanc bornes à vis - 701-37749
122-32004,10.32,Niko  - Set de finition double bouton poussoir ou interrupteur électronique + voyant anthracite - 122-32004
410-00400,121.75,Niko -  Variateur intelligent universel 3-200W - 410-00400
701-33005,11.79,Niko - Hydro bouton poussoir no/nf blanc bornes à connexion - 701-33005
761-35005,15.6,Niko - Hydro double bouton poussoir noir bornes à connexion - 761-35005
170-37923,5.32,Niko - Unité d'éclairage led LED 230V blanche - 170-37923
700-36670,13.73,Niko - Hydro prise/récharge vélos + terre + sécurité enfants gris bornes à vis - 700-36670
100-32004,5.52,Niko - Set de finition double bouton poussoir ou interrupteur électronique + voyant cream - 100-32004
552-80401,43.35,Niko - Détecteur de mouvement sans fil Zigbee® - 552-80401
130-76200,10.21,Niko - Plaque de recouvrement double verticale 60MM matt black - 130-76200
130-76700,16.9,Niko - Plaque de recouvrement triple horizontale 71MM matt black - 130-76700
130-76400,23.69,Niko - Plaque de recouvrement quadruple horizontale 71MM matt black - 130-76400
130-76005,32.97,Niko - Plaque de recouvrement quintuple horizontale 71MM matt black - 130-76005
700-36675,13.73,Niko - Hydro prise/récharge vélos + terre + sécurité enfants gris bornes à connexion - 700-36675
741103,5.59,Legrand Valena Next plaque de recouvrement triple horizontale/verticale 71MM blanc/opale - 741103
350-41936,54.17,Niko - Télécommande universelle smartphone - 350-41936
741542,12.72,Legrand Valena Next double interrupteur va-et-vient blanc avec griffes - 741542
741545,10.63,Legrand Valena Next inverseur blanc avec griffes - 741545
741151,4.15,Legrand Valena Next plaque de recouvrement noir/fumee - 741151
741547,7.33,Legrand Valena Next bouton poussoir blanc avec griffes - 741547
741532,13.99,Legrand Valena Next prise plat double blanc avec vis - 741532
741571,27.25,Legrand Valena Next prise 2XRJ45 UTP CAT6 blanc avec griffes - 741571
741102,3.37,Legrand Valena Next plaque de recouvrement double horizontale/verticale 71MM blanc/opale - 741102
741108,3.48,Legrand Valena Next plaque de recouvrement double verticale 57MM blanc/opale - 741108
741580,3.51,Legrand Valena Next obturateur blanc avec griffes - 741580
741152,8.87,Legrand Valena Next Plaque de recouvrement double horizontale 71MM noir/fumée - 741152
741153,13.14,Legrand Valena Next plaque de recouvrement triple horizontale/verticale 71MM noir/fumée - 741153
741104,7.68,Legrand Valena Next plaque de recouvrement quadruple horizontale/verticale 71MM blanc/opale - 741104
741158,8.48,Legrand Valena Next plaque de recouvrement double verticale noir/fumée - 741158
741109,5.51,Legrand Valena Next plaque de recouvrement triple verticale 57MM blanc/opale - 741109
101-66630,5.26,Niko - Set de finition prise connectée + terre + touche de commande white - 101-66630122-66630
741101,1.71,Legrand Valena next plaque de recouvrement simple blanc opale - 741101
741570,15.82,Legrand Valena Next prise RJ45 UTP CAT6 blanc avec griffes - 741570
665090,4.79,"Legrand - voyant lumière 230V consommation 0,15MA - 665090"
KGE170/23,17.66,Bte De Sol Gris 135X135Mm Ip66
161-32002,6.36,Niko - Set de finition bouton poussoir ou interrupteur électronique + voyant black steel - 161-32002
161-66501,8.25,"Niko set de finition pour prise de courant sans terre, avec obturateurs de protection, profondeur d’encastrement de 21 mm, black coated - 161-66501"
741553,58.85,Legrand Valena bouton poussoir 4V 6A 250V + leds blanc avec griffes - 741553
161-61507,11.25,Niko set de finition double + lentil blacksteel 161-61507
LN4742V230,4.36,Bticino led ambre pour commande bascul 230V - LN4742V230
776181,4.86,Legrand boitier apparant pour 1 méchanisme blanc 776181
AR6162601,111.62,Arpi prise de sol IP64 2XRJ45 CAT 6 utp inox AR6162601
161-69001,11.77,Niko - Set de finition prise telephone 5P black - 161-69001
161-00007,7.28,Niko - Set de finition 4 boutons pour interrupteur sans fil - 161-00007
N4027,13.35,Bticino - Commutateur 1-0-2 16A - N4027
KA4804KW,8.4,Bticino - Plaque 4 Mod Blanc Pr Support Ref K4704 - Ka4804Kw
9070761,16.49,Theben - Detecteur de mouvement extérieur APP 180° 12M IP55 noir
086093,8.34,Legrand - Oteo cadre app 3 postes - 086093
504/4A/AL,14.99,Bticino - Plaque recouvrement  4 modules alu - 504/4A/AL
396765,13.21,Berker - Socle rond pour prise avec broche de terre avec bornes - 396765
K4142A,6.88,Bticino - Living Now prise de courant 2P+T-16A composable 2 modules noir - K4142A
K4005,8.65,Bticino - Living Now bouton poussoir 10A appareil composable 1 module - K4005
K4202D,24.74,Bticino - Living Now prise de tv appareil composable 1 module noir - K4202D
K4702,2.21,Bticino - Living Now support à vis 2 modules avec coque de protection noir - K4702SUPPORT À VIS 2 MOD AVEC COQUE DE PROTECTION
K4703,2.37,Bticino - Living Now support à vis 3 modules avec coque de protection noir - K4703
K4704,4.95,Bticino - Living Now support à vis 4 modules avec coque de protetction noir - K4704
K4706,10.65,Bticino - Living Now support à vis 6 modules avec coque de protection noir - K4706
KW55F,5.99,Bticino - Living Now prise de courant encastrée 2P+A 2 modules blanc - KW55F
KG55F,5.97,Bticino - Living Now prise de courant encastrée 2P+A 2 modules noir - KG55F
KA4802KG,6.3,Bticino - Living Now Plaque de recouvrement 2 modules noir - KA4802KG
420-00512,50.69,Niko - Socle double USB-A USB-C avec fixation à griffes - 420-00512
077143L,23.41,Legrand - Mosaic multibloc 3X2P+T PLAT 45° 6MOD blanc - Legrand - Mosaic stopcontact 3X2P+A VLAK 45° 6 modules wit - 077143L
700-36625,237.05,Niko - Borne de jardin avec brochette et prise double Niko Hydro gris - 700-36625
069740,115.38,Legrand Plexo detecteur 360Â° - 069740
350-41279,60.66,Niko - Détecteur de mouvement apparent 90° 22M 1NO blanc - 350-41279
078730,13.46,Legrand - Mosaic prise RJ11 1 module blanc - 078730
078731,16.53,Legrand - Mosaic prise RJ11 2 modules blanc - 078731
EM10041020,79.34,Esylux Md-w200i noir - EM10041020
700-35910,14.97,"Niko Hydro Bouton-poussoir pour volets, étanche aux projections d’eau  avec bornes à vis, couleur gris - 700-35910"
101-65937,7.21,"Niko Set de finition 0-1-2 pour interrupteur rotatif pour moteurs, couleur white - 101-65937"
550318,30,Steinel - Nightmatic 2000 nr - 550318
761-38500,7.42,Niko - Hydro cache-trou noir - 761-38500
078784,30.76,Legrand - Mosaic stopcontact tv/fm reseau cable 2 modules blanc - 078784
078793,12.11,"Legrand - Mosaic prise tv D:9,5MM 1 module blanc - 078793"
101-64806,9.92,Niko - Interrupteur horaire pour plaque centrale 15min 2P 16A blanc - 101-64806
049471,6.07,"Legrand - Prise standard 3X2P+A 1,5M blanc-gris - 049471"
077050L,18.17,Legrand - Interrupteur bipolaire mosaïque easyled-16A 2 modules blanc - 077050L
049476,8.58,"Legrand - Prise standard 4X2P+A 1,5M blanc-gris - 049476"
049488,9.28,Legrand - Prise standard 3X2P+A 3M gris - 049488
077030L,9.86,Legrand - Bouton poussoir mosaïque easyled 6A 1 module blanc - 077030L
079192L,19.43,Legrand - Lien mosaïque plat CTD 2X2P+A 4 modules noir - 079192L
078816L,7.67,Legrand - Plaque de recouvrement Mosaic 6 modules blanc horizontal - 078816L
077142L,17.26,Legrand - Mosaic liMOS LINK MULTIBL 2X2P+A BLOCK 45° 4MOD Blanc
079121L,9.07,Legrand - Prise plate mosaïque 2P+A 2MOD noir - 079121L
2CSM110000R0711,17.8,"ABB - Module de prise 16A 2P+A 2,5M - 2CSM110000R0711"
161-69801,11.38,Niko - Prise centrale audio simple en acier noir - 161-69801
700-38800,103.66,Niko - Interrupteur à clé anti-éclaboussures 16A gris - 700-38800
242-76100,15.67,Niko - Plaque de recouvrement fenouil liquide noir - 242-76100
KA4804KG,8.4,Bticino - Plaque de recouvrement 4 modules noir pour support - KA4804KG
161-76001,12.38,Niko - Plaque de verrouillage avec décharge de traction noire - 161-76001
123-60050,11.2,Niko - Plaque centrale boutons poussoirs sans potentiel 24 V bronze - 123-60050
351-26470,47.59,Niko - Détecteur de mouvement extérieur 1KAN 200° 14M noir - 351-26470
122-31004,9.43,Niko - Plaque centrale pour interrupteur électrique double ou bouton-poussoir anthracite - 122-31004
101-32006,7.07,Niko - Plaque centrale avec lentille pour interrupteur de volet roulant électronique double blanc - 101-32006
161-68002,7.43,Set de finition Niko pour double smart USB-A ET USB-C-LA - 161-68002
351-03165,40.47,Niko - Détecteur de mouvement extérieur 200° 12M noir - 351-03165
761-37749,28.99,Niko - Prise double 2X2P+PA+KV noir - 761-37749
1270900,59.23,Theben - Interrupteur crépusculaire + capteur 230V 16A 2-2000LUX 1NO - LUNA 127 STAR S
761-37730,27.02,Niko - Hydro prise double + terre + securite enfants noir verticale 2 entrées haut - 761-37730
2060653,77.38,Theben - Détecteur de mouvement themura S180-100 UP N WH
077104L,34.35,Legrand - Prise Mosaic Link 4x2P+A -plate - soluclip 8 modules blanc - 077104L
741541,6.67,Legrand Valena Next interrupteur deux directions à voyant blanc avec griffes - 741541
741742,16.45,Legrand Valena Next interrupteur va-et-vient noir avec griffes - 741742
741749,19.68,Legrand Valena Next bouton poussoir double noir avec griffes - 741749
741544,9.64,Legrand Valena Next interrupteur bipolaire à voyant blanc avec griffes - 741544
741533,21.47,Legrand Valena Next prise plat triple blanc avec vis - 741533
741574,15.21,Legrand Valena Next prise téléphone blanc avec griffes - 741574
741780,7.88,Legrand Valena Next Obturateur noir avec griffes - 741780
741581,4.05,Legrand Valena Next sortie cables blanc avec griffes - 741581
741154,19.17,Legrand Valena Next plaque de recouvrement horizontale/verticale 71MM noir/fumée - 741154
741155,26.8,Legrand Valena Next plaque de recouvrement quintuple horizontale/verticale 71MM noir/fumée - 741155
741744,13.55,Legrand Valena Next interrupteur bipolaire à voyant noir avec griffes - 741744
741522,14.55,Legrand Valena Next prise double blanc avec vis - 741522
741131,4.06,Legrand Valena Next plaque de recouvrement aluminium/fumée - 741131
741523,21.84,Legrand Valena Next prise triple blanc avec vis - 741523
078854L,5.1,Legrand - Mosaic plaque de recouvrement verticale 2x2 modules blanc - 078854
665195,2.41,Legrand - Niloé obturateur intégrateur Mosaic blanc à vis - 665195
664515,7.04,Legrand - Bouton poussoir avec porte-étiquette NO/NG blanc/crème - 664515
741770,24.38,Legrand Valena Next prise RJ45 UTP CAT6 noir avec griffes - 741770
664511,13.85,Legrand - Interrupteur d'obturateur blanc + griffes - 664511
664534,4.27,Legrand - Prise 2P 16A bornes à vis blanc + griffes - 664534
664561,17.76,Legrand - Prise TV/FM traversée 14DB blanc + griffes - 664561
664574,21.81,Legrand - Prise 2XRJ45 CAT6 utp blanc + griffes - 664574
664636,6.12,Legrand - Prises de courant 2P+A 16A crème + mâchoires de serrage - 664636
664673,14.43,Legrand Niloé - Prise RJ45 CAT6 utp crème + griffes - 664673
664674,23.37,Legrand Niloé - Prise double RJ45 CAT utp crème + griffes - 664674
665012,2.94,Legrand Niloé - Plaque encastrée 2 plis horizontal/vertical 71 mm crème - 665012
664701,5.22,Legrand Niloé - Interrupteur à deux voies 10AX 250V blanc + fixation par vis - 664701
664898,3.97,Legrand Niloé - Boîte de dérivation en saillie 1P crème 40X20MM verticale/horizontale - 664898
664710,5.17,Legrand Niloé - Interrupteur double avec indicateur 10A 250V blanc - 664710
664782,10.55,Legrand Niloé - Inverseur bipolaire 20A blanc - 664782
076581,15.4,Legrand Mosaic - Prise RJ45 UTP 1mod cat6 antimicrobienne - 076581
076544,27.36,Legrand Mosaic - Prise RJ45 UTP 2X cat6 3m blanc - 076544
077034L,12.63,Legrand Mosaic - Bouton poussoir avec contact libre de potentiel 2 modules blanc - 077034L
089770,51,Legrand - Contact de sol 2P+A rond plat 2 modules inox brossé - 089770
077252,19.72,Legrand Mosaic - Prise 2X2P+A Schuko 4 modules - 077252
078751,19.01,Legrand Mosaic - Prise haut-parleur 2 modules 4MM² - 078751
079111L,9.15,Legrand Mosaic - Interrupteur mural Easyled 10AX 2 modules noir - 079111L
078803L,4.38,Legrand Mosaic - Plaque de recouvrement 3 modules blanc - 078803L
078782,8.41,Legrand Mosaic - Connexion coaxiale simple TV 2 modules blanc - 078782
078979L,63.88,Legrand Mosaic - Prise HDMI pré-assemblée 2 modules blanc - 078979L
079176L,23.22,Legrand Mosaic - Prise STP RJ45 CAT6A 2 modules noir - 079176L
079145L,12.6,Legrand Mosaic - Réceptacle plat 2P+A 2 modules noir - 079145L
418001405,25.28,stopcontact Eloy 4V stopcontact+schak IP44 neopr 5m eloy
5454089,9.26,Yokis - LE COMPENSATEUR INTELLIGENT À GESTION ÉLECTRONIQUE - SMARTCHR
069642,22.09,Legrand Plexo - Prise 2X2P+A horizontale 10/16A blanche - 069642
665091,4.89,Legrand - Commande à distance 230V consommation 3MA - 665091
5054,24.44,Bticino - Bouton poussoir 2NO 10A - 5054
122-65926,16.25,Niko - Plaque centrale pour interrupteur rotatif 20A anthracite - 122-65926
122-69551,8.94,Niko - Plaque centrale 2X single Coax+Sat anthracite - 122-69551
124-66101,5.87,Niko - Plaque centrale prise de courant 2P+A+V 21MM brun foncé - 124-66101
161-55511,83.02,Niko - Détecteur de mouvement HC avec revêtement noir - 161-55511
161-65914,19.12,Niko - Plaque centrale pour interrupteur de volet roulant acier noir - 161-65914
161-63606,14.24,Niko - Plaque centrale pour interrupteur à tirette 2P 10A Acier noir - 161-63606
161-69701,11.16,Niko - Plaque centrale audio double en acier noir - 161-69701
200-69702,10.58,Niko - Plaque centrale pour 2X single Coax tv/fm bakelite paino noir - 200-69702
351-26450,48.56,Niko - détecteur de mouvement extérieur en saillie 200° 14M blanc - 351-26450
170-07105,5.51,Prise Niko pour interrupteur unipolaire 10A 3 connexions bornes enfichables - 170-07105
101-66625,19.9,"Niko Prise de courant encastrée double horizontale 2P+A+V 28,5MM bornes à fiches blanc - 101-66625"
161-32004,10.32,Niko - Plaque centrale pour interrupteur double avec lentille acier noir - 161-32004
700-38700,92.75,Niko - Interrupteur à clé gris avec bornes à vis - 700-38700
101-31006,5.78,Niko - Plaque centrale pour interrupteur de volet roulant électronique double blanc - 101-31006
161-60150,14.62,Niko - Plaque centrale pour bouton-poussoir libre de potentiel 24V led noir - 161-60150
161-40150,13.61,Niko - Plaque centrale pour boutons-poussoirs sans potentiel 24V led noir - 161-40150
701-84111,5.13,Niko Hydro - Boîte de montage en surface 1V 2 entrées M20 blanc - 701-84111
089760,52.1,Legrand - Prise de sol 2P+A carré plat - 089760
049432,3.54,Legrand - Prise de courant Domino 2X2P+A en façade noir - 049432
049473,6.57,"Legrand - Prise standard 3X2P+A 1,5M noir - 049473"
049478,9.02,"Legrand - Prise standard 4X2P+A 1,5M noir - 049478"
049487,11.99,"Legrand - Prise standard 6X2P+A 1,5M noir - 049487"
LNC4803AR,23.16,Bticino LivingLight - Plaque de recouvrement 3 modules air anthracite - LNC4803AR
YA4802M3DD,13.34,Btcino Light now plaque 3x2 mod 71mm noir - YA4802M3DD
YA4832M2DD,8.37,Btcino Light now plaque 2x2 mod 57mm noir - YA4832M2DD
EM10025402,126.01,Esylux Defensor md 280° 40 ir ip55 an - EM10025402
YW4004M2,8.71,Btcino Light now inverseur 10a 2 modules - YW4004M2
YW4191AC,37.44,Btcino Light now chargeur usb-a+c 15w 1 module - YW4191AC
Y4051A,3.17,Btcino Light now interrupteur unipolair axial 10a - Y4051A
Y4051M2A,3.35,Btcino Light now interrupteur unipolair axial 10a - Y4051M2A
Y4053M2A,3.86,Btcino Light now interrupteur deux directions axial 10x - Y4053M2A
Y4054,8.65,Btcino Light now inverseur axila 10a  1 module - Y4054
YA4832M3DD,13.34,Btcino Light now plaque 2x2 mod 57mm noir - YA4832M3DD
Y4142M2AF,8.03,Btcino Light now prise 2x2p+t affl. prec - Y4142M2AF
YA4802M2GG,8.37,Btcino Light now plaque 2x2 mod 71mm stone - YA4802M2GG
Y4054M2,9.57,Btcino Light now inverseur axial 10a 2 modules - Y4054M2
086144,17.67,Legrand Prise rj45 utp 8cont - 086144
MUR35031,10.39,"Schneider Mureva pc 2pt fr, saillie, gri - 35031,00 MUR"
741737,37.79,Legrand Valena next prise+usb integre - 741737
M5113A,511.1,Mennekes Duo prise murale 63a5p6h400v r - M5113A
154-31002,4.93,Niko Set de finition interrupteur electronique ou bouton-poussoir blanc - 154-31002
5454457,75.15,Yokis Televariateur radio - 5454457
741743,13.32,Legrand Valena next interrupteru bipolaire 16ax - 741743
741537,33.32,Legrand Valena next prise+usb integre - 741537
077125L,14.79,Legrand Mosaic link prise 2p+t aff.voyant - 077125L
170-77323,10.04,"Niko Unité d'éclairage avec raccordement automatique 230V avec LED ambre pour interrupteurs avec connecteurs à enficher, (pas pour Niko Hydro) - 170-77323"
555158,10.57,Legrand Socle saill. 400v - 16a - 3p+t - 555158
080141,1.91,Legrand Boite maconnerie 1 poste 40mm - 080141
089711,44.1,Legrand Receptacle prise de sol rond - 089711
63452,117.69,Luxomat Pd2n-m-daco-fc dali-2 - 63452
100-64906,11.68,"Niko Set de finition pour minuterie réglable jusqu'à 120 min., couleur cream - 100-64906"
077159L,18.83,Legrand Mosaic link prise 2p+t aff.voyant - 077159L
M11181F,15.21,Mennekes Prises 16a 2P+T 230v bleu  ip 54- M11181F
080126,15.13,Legrand Boite multimater 2x3 postes - 080126
077160L,9.46,Legrand Mosaic link prise 2p+t affl. - 077160L
050680,14.42,Legrand Adapteur 2p 10a prise usb - 050680
WXF100,3.94,Hager Prise de courant simple galler - WXF100
WXF423B,21.47,Hager P. courant 3x gallery goul 2p+ - WXF423B
088073,142.43,Legrand Boite d'encastrement ik-3 ik-3 - 088073
741630,10.59,Legrand Valena next prise 2p+t 16a affl. - 741630
741521,5.07,Legrand Valena next prise 2p sans terre - 741521
080254,11.07,Legrand Support 10 ou 4x2 mod - 080254
080051BX,285.25,Legrand Colis batibox (080051-080052) - 080051BX
080264,14.04,Legrand Support 2x5 ou 2x2x2 mod - 080264
1055-26,1.91,Kaiser Boite encastré up1 econ fix - 105526
069496L,4.81,Legrand Plexo lampe lumineux - 069496L
741561A,108.75,Legrand Valena next détecteur 2 fils+ on/off - 741561A
1555-26,2.27,Kaiser Boite encastré econ up fix - 155526
CP130038,92.06,Legrand Cpe-detec ebdspir enc. on/off - CP130038
741732,21.17,Legrand Valena next prise 2x2p+t precablee aff - 741732
100-63906,8.53,"Niko Set de finition pour bouton-poussoir à tirette, couleur cream - 100-63906"
94501,93.1,Grothe Mcguard détecteur de présence - MC GUARD
123-78010,178.04,"Niko Détecteur de mouvement, 230 V, 8 m, 180°, détecteur mural, pour boîte d'encastrement, couleur bronze coated - 123-78010"
741563,86.81,Legrand Valena next eco variateur 2 fils 400w - 741563
077153L,27.12,Legrand Mosaic link prise 3x2p+t affl.det - 077153L
WXF422N,20.56,Hager P. courant 2x gallery goul 2p+ - WXF422N
1030062,59.65,Theben Detecteur de presence montage - 1030062
079173L,19.62,Legrand Rj45 cat 6a stp 1 module lcs3 - 079173L
088075,319.39,Legrand Ik-3 boite de sol verticale - 088075
121-00007,7.81,"Niko Touche double pour interrupteur sans fil ou bouton-poussoir à 4 boutons de commande, couleur sterling coated - 121-00007"
1030063,73.86,Theben Detect. de presence blanc appa - 1030063
WXA450,2.2,Hager Support 45x45 mm a vis gallery - WXA450
077831,61.94,Legrand Soliroc prise 2p+t - 077831
077232L,22.47,Legrand Mosaic prise courant avec - 077232L
741546,9.91,Legrand Valena next interrupteur a tirage 10ax - 741546
077101L,16.04,Legrand Mosaic link prise 2p+t affl. - 077101L
741771,35.82,Legrand Valena next prise 2xrj45 cat6 utp - 741771
077173L,32.2,Legrand Mosaic link prise 3x2p+t affl. - 077173L
741536,41.83,Legrand Valena next prise usb double type a+c - 741536
WXP0002,2.37,Hager Plaque de recouvrement gallery 1 poste bl - WXP0002
WXD100N,2.69,Hager Enjoliveur prise  gallery  2p+T Noir - WXD100N
WXA450G,2.42,Hager Support 45x45 mm a griffes gal - WXA450G
041921,342.16,Legrand Detecteur de passage - 041921
450,1.56,Helia Boite encastrement  profondeur 45mm - 450
069498L,4.96,Legrand Plexo lampe 230v 2ma - 069498L
077851,48.42,Legrand Soliroc plaque 1 poste - 077851
157-31002,4.93,"Niko Set de finition pour interrupteur électronique ou bouton-poussoir simple, couleur champagne coated - 157-31002"
077852,65.06,Legrand Soliroc plaque 2 postes - 077852
H07Z1U6BLR100,129,Cable H07z1-u cca s1-a1 6  450/750v - H07Z1U6BLR100
033569,135.96,Steinel Detecteur de mouvement is 3360 - 33569
226-76100,32.34,Niko Plaque de recouvrement simple Pure alu blue grey brushed - 226-76100
224-76100,32.34,Niko Plaque de recouvrement simple Pure alu black brushed - 224-76100
227-76100,32.34,Niko Plaque de recouvrement simple Pure alu gold brushed - 227-76100
350335,48.5,Bticino Support 3modules robur - 350335
122-00060,8.29,"Niko Clé double, pour variateur sans fil (Hue, Bluetooth, EnOcean, KNX), couleur anthracite coated - 122-00060"
154-76001,11.9,"Niko Set de finition avec sortie de câble pour cache-trou avec serre-fil, couleur white coated - 154-76001"
101-66167,29.77,"Niko 2 connexions RJ45 STP Cat. 6 avec fixation par griffes et set de finition, couleur white - 101-66167"
170-66362,23.57,Niko 2 connexions RJ45 UTP Cat. 6 avec fixation par vis - 170-66362
069891L,6.64,Legrand Plexo prise 2p+t bornes auto - 069891L
069681L,3.7,Legrand Plexo support plaques 1 poste - 069681L
552-72012,58.91,"Niko Interrupteur sans fil sur batterie, double, Zigbee, sans socle - 552-72012"
069609L,3.7,Legrand Plexo support plaques 1 poste - 069609L
124-60005,5.46,"Niko Set de finition avec voyant pour interrupteur ou bouton-poussoir simple, couleur dark brown coated - 124-60005"
170-66272,20.87,Niko 2 connexions RJ45 UTP Cat. 6A avec fixation par vis - 170-66272
170-66172,21.1,Niko 2 connexions RJ45 UTP Cat. 6A avec fixation par griffes - 170-66172
170-66156,21.19,"Niko 2 connexions RJ45 STP Cat. 5E, prêt pour l'alimentation PoE++, modèle plat, incl. socle 60 x 71 mm avec fixation par griffes - 170-66156"
353-602121,81.1,"Niko Détecteur de présence P42MR pour montage en saillie, couleur blanc - 353-602121"
700-35105,15.25,"Niko Hydro Bouton-poussoir double éclairable, étanche aux projections d’eau 10 A/250 Vac, avec deux contacts N.O. ou N.F., avec bornes à connexion rapide, couleur gris. - 700-35105"
121-76001,11.9,"Niko Set de finition avec sortie de câble pour cache-trou avec serre-fil, couleur sterling coated - 121-76001"
650-45078,11.9,"Niko Connecteur RJ45 blindé STP Cat. 6A, prêt pour l'alimentation PoE++, pour bandes passantes jusqu’à 500MHz - 650-45078"
761-31505,10.44,"Niko HydroInterrupteur double allumage, étanche aux projections d'eau 10 AX/250 Vac avec bornes à connexion rapide, couleur noir - 761-31505"
069687L,13.15,Legrand Plexo support plaques 3 poste - 069687L
552-72002,59.12,"Niko Interrupteur sans fil sur batterie, double, Zigbee - 552-72002"
